INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
3315,1991,MOSPD0000,St. Louis,,City,MO,Missouri,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2-Jul-91,,,1,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3319,1991,MOSPD0000,St. Louis,,City,MO,Missouri,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",17-Jul-91,,,2,,,Black or African American,,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
3580,1991,MOSPD0000,St. Louis,,City,MO,Missouri,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",5-Apr-91,,,1,,,Black or African American,,2,Destruction/Damage/Vandalism of Property;Intimidation,1,Residence/Home,Anti-Asian,Individual,M,S
1002,1991,NJ0011600,Margate City,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",11-Sep-91,,,1,,,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1031,1991,NJ0011800,Northfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",25-Apr-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1007,1991,NJ0012100,Somers Point,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",14-Dec-91,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1033,1991,NJ0012100,Somers Point,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",11-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
1016,1991,NJ0021100,Elmwood Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",21-Nov-91,,,0,,,Unknown,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1017,1991,NJ0021400,Emerson,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",29-Jul-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
3417,1991,NJ0022000,Franklin Lakes,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",13-Nov-91,,,1,,,White,,1,Simple Assault,1,School/College,Anti-Asian,Individual,S,S
1049,1991,NJ0023100,Lodi,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",30-Oct-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1059,1991,NJ0025000,Ridgefield Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",16-Nov-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3436,1991,NJ0025000,Ridgefield Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",3-Dec-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3437,1991,NJ0025000,Ridgefield Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",11-Nov-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3438,1991,NJ0025000,Ridgefield Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",9-Nov-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1070,1991,NJ0026000,Teaneck Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",29-Nov-91,,,0,,,Unknown,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3445,1991,NJ0026000,Teaneck Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",27-Jul-91,,,1,,,Black or African American,,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
3450,1991,NJ0030500,Burlington City,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",6-Jun-91,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Asian,Individual,S,S
3459,1991,NJ0031700,Willingboro Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",2-Sep-91,,,1,,,Black or African American,,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
3468,1991,NJ0032700,North Hanover Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",10-Apr-91,,,1,,,Black or African American,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
1089,1991,NJ0033000,Pemberton Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",20-Dec-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
3474,1991,NJ0040800,Camden County Police Department,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",17-Sep-91,,,0,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
3480,1991,NJ0041400,Gloucester City,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",6-Oct-91,,,3,,,White,,2,Simple Assault,2,Other/Unknown,Anti-Asian,Individual,S,S
3481,1991,NJ0041400,Gloucester City,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",6-Oct-91,,,3,,,White,,2,Simple Assault,2,Other/Unknown,Anti-Asian,Individual,S,S
1126,1991,NJ0043400,Voorhees Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",11-Sep-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1142,1991,NJ0070500,Cedar Grove Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",6-Jun-91,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3524,1991,NJ0070600,East Orange,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",1-Aug-91,,,0,,,Unknown,,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
3525,1991,NJ0070600,East Orange,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",20-Jan-91,,,1,,,Black or African American,,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
1152,1991,NJ0071600,Nutley Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",10-Jun-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1154,1991,NJ0071600,Nutley Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",18-Oct-91,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,0,Specialty Store,Anti-Asian,Business,S,S
3538,1991,NJ0071600,Nutley Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",28-Dec-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1162,1991,NJ0071900,South Orange Village,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",28-Dec-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3343,1991,NJ0081800,"Washington Township, Gloucester County",,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",15-Sep-91,,,2,,,Asian,,2,Simple Assault,2,Residence/Home,Anti-Asian,Individual,S,S
3353,1991,NJ0090200,East Newark,,City,NJ,New Jersey,Middle Atlantic,Northeast,7,"Cities under 2,500",17-Apr-91,,,2,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1183,1991,NJ0090600,Jersey City,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",20-Jun-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1186,1991,NJ0090600,Jersey City,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",20-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3358,1991,NJ0090600,Jersey City,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",7-Aug-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1190,1991,NJ0090800,North Bergen Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",16-Aug-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3366,1991,NJ0090800,North Bergen Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",16-Aug-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1191,1991,NJ0090900,Secaucus,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",29-Mar-91,,,3,,,White,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Society/Public,S,S
3370,1991,NJ0091000,Union City,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",4-Aug-91,,,0,,,Unknown,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3372,1991,NJ0091200,West New York,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",26-Jan-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Convenience Store,Anti-Asian,Business,S,S
1197,1991,NJ0101400,High Bridge,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",7-Aug-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1199,1991,NJ0110200,Ewing Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",26-Aug-91,,,0,,,Unknown,,1,Simple Assault,1,Convenience Store,Anti-Asian,Individual,S,S
1204,1991,NJ0110300,"Hamilton Township, Mercer County",,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",8-Sep-91,,,1,,,White,,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
1205,1991,NJ0110300,"Hamilton Township, Mercer County",,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",8-Sep-91,,,1,,,White,,2,Intimidation,2,Residence/Home,Anti-Asian,Individual,S,S
1218,1991,NJ0111100,Trenton,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",2-Oct-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1221,1991,NJ0111100,Trenton,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",3-Aug-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Business,S,S
1229,1991,NJ0120500,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",22-Mar-91,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Society/Public,S,S
1230,1991,NJ0120500,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",31-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3663,1991,NJ0120500,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",21-Mar-91,,,0,,,Unknown,,1,Burglary/Breaking & Entering,0,Residence/Home,Anti-Asian,Society/Public,S,S
3666,1991,NJ0120500,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",27-May-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3667,1991,NJ0120500,Edison Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",3-Feb-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1235,1991,NJ0120900,Old Bridge Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",11-Aug-91,,,3,,,White,,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3672,1991,NJ0120900,Old Bridge Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",19-Mar-91,,,4,,,White,,2,Simple Assault,2,School/College,Anti-Asian,Individual,S,S
1286,1991,NJ0122100,South Brunswick Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",10-May-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1287,1991,NJ0122100,South Brunswick Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",1-Jun-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1255,1991,NJ0122200,South Plainfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",23-Oct-91,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1,School/College,Anti-Asian,Individual,S,S
1270,1991,NJ0132100,Keansburg,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",11-May-91,,,0,,,Unknown,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1305,1991,NJ0132800,Marlboro Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",14-Aug-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3688,1991,NJ0133000,Aberdeen Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",2-Aug-91,,,0,,,Unknown,,1,Arson,1,Residence/Home,Anti-Asian,Individual,S,S
3691,1991,NJ0133100,Middletown Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",1-Nov-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1324,1991,NJ0140800,Denville Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",7-Apr-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
1327,1991,NJ0140900,Dover,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",6-Aug-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3716,1991,NJ0141600,Lincoln Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",21-Jan-91,,,1,,,Black or African American,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1344,1991,NJ0142700,Mount Olive Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",4-Oct-91,,,1,,,White,,1,Intimidation,1,Grocery/Supermarket,Anti-Asian,Individual,S,S
3734,1991,NJ0142900,Parsippany-Troy Hills Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",11-Jul-91,,,3,,,White,,3,Intimidation,3,School/College,Anti-Asian,Individual,S,S
3736,1991,NJ0142900,Parsippany-Troy Hills Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",25-Jun-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3741,1991,NJ0143900,Wharton,,City,NJ,New Jersey,Middle Atlantic,Northeast,6,"Cities from 2,500 thru 9,999",5-Mar-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Society/Public,S,S
3775,1991,NJ0151600,Little Egg Harbor Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",1-Nov-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Business,S,S
1388,1991,NJ0152600,Seaside Heights,,City,NJ,New Jersey,Middle Atlantic,Northeast,7,"Cities under 2,500",7-Jul-91,,,0,,,Unknown,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
1400,1991,NJ0160800,Paterson,,City,NJ,New Jersey,Middle Atlantic,Northeast,2,"Cities from 100,000 thru 249,999",11-Aug-91,,,1,,,Black or African American,,1,Robbery,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
3809,1991,NJ0161400,Wayne Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",28-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
3810,1991,NJ0161400,Wayne Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",31-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1413,1991,NJ0180600,Bridgewater Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",3-Jul-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
1420,1991,NJ0181000,Hillsborough Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",7-Mar-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1421,1991,NJ0181000,Hillsborough Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",21-Mar-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1424,1991,NJ0181000,Hillsborough Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",19-Sep-91,,,1,,,White,,1,Aggravated Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
1448,1991,NJ0181100,Manville,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",7-Oct-91,,,1,,,White,,1,Intimidation,1,Other/Unknown,Anti-Asian,Individual,S,S
1456,1991,NJ0181400,North Plainfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",14-Jul-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Other,S,S
1434,1991,NJ0191200,Hopatcong,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",28-Jul-91,,,1,,,White,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3819,1991,NJ0201300,Rahway,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",16-Sep-91,,,0,,,Unknown,,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1474,1991,NJ0201500,Roselle Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",18-Oct-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
1475,1991,NJ0201500,Roselle Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",25-Nov-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3823,1991,NJ0201500,Roselle Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",27-Mar-91,,,1,,,White,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
3824,1991,NJ0201500,Roselle Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",31-Oct-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3825,1991,NJ0201500,Roselle Park,,City,NJ,New Jersey,Middle Atlantic,Northeast,5,"Cities from 10,000 thru 24,999",30-Nov-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
3583,1991,NJ0201900,Union Township,,City,NJ,New Jersey,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",10-Aug-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Other/Unknown,Anti-Asian,Other,S,S
1483,1991,NJ0202000,Westfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",14-Apr-91,,,0,,,Unknown,,1,Intimidation,1,Convenience Store,Anti-Asian,Individual,S,S
1485,1991,NJ0202000,Westfield,,City,NJ,New Jersey,Middle Atlantic,Northeast,4,"Cities from 25,000 thru 49,999",10-May-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
980,1991,NV0020100,Las Vegas Metropolitan Police Department,,City,NV,Nevada,Mountain,West,1B,"Cities from 500,000 thru 999,999",3-Oct-91,,,1,,,White,,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
4195,1991,OH0091500,West Chester Township,,City,OH,Ohio,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",28-Oct-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
2047,1991,OH0310000,Hamilton,,County,OH,Ohio,East North Central,Midwest,9A,"MSA counties 100,000 or over",28-Jul-91,,,0,,,Unknown,,1,Intimidation,1,Residence/Home,Anti-Asian,Individual,S,S
2064,1991,OK0720500,Tulsa,,City,OK,Oklahoma,West South Central,South,1C,"Cities from 250,000 thru 499,999",31-Mar-91,,,2,,,White,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
2103,1991,OK0720500,Tulsa,,City,OK,Oklahoma,West South Central,South,1C,"Cities from 250,000 thru 499,999",17-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Residence/Home,Anti-Asian,Other,S,S
4224,1991,OK0720500,Tulsa,,City,OK,Oklahoma,West South Central,South,1C,"Cities from 250,000 thru 499,999",29-Oct-91,,,2,,,Asian,,1,Intimidation,1,Restaurant,Anti-Asian,Individual,S,S
2149,1991,OR0200200,Eugene,,City,OR,Oregon,Pacific,West,2,"Cities from 100,000 thru 249,999",6-Jun-91,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Asian,Individual,S,S
4244,1991,OR0200600,Springfield,,City,OR,Oregon,Pacific,West,4,"Cities from 25,000 thru 49,999",14-Sep-91,,,1,,,Black or African American,,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
2157,1991,OR0220000,Linn,,County,OR,Oregon,Pacific,West,8B,"Non-MSA counties from 25,000 thru 99,999",1-Apr-91,,,1,,,White,,1,Simple Assault,1,Other/Unknown,Anti-Asian,Individual,S,S
4255,1991,OR0260000,Multnomah,,County,OR,Oregon,Pacific,West,9B,"MSA counties from 25,000 thru 99,999",23-Feb-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
2222,1991,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1C,"Cities from 250,000 thru 499,999",25-Apr-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0,Restaurant,Anti-Asian,Business,S,S
2249,1991,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1C,"Cities from 250,000 thru 499,999",17-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
2250,1991,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1C,"Cities from 250,000 thru 499,999",14-Oct-91,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
2258,1991,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1C,"Cities from 250,000 thru 499,999",1-Nov-91,,,2,,,White,,1,Robbery,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
2260,1991,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1C,"Cities from 250,000 thru 499,999",1-Dec-91,,,2,,,White,,1,Robbery,1,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
4263,1991,OR0260200,Portland,,City,OR,Oregon,Pacific,West,1C,"Cities from 250,000 thru 499,999",11-Jul-91,,,3,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Asian,Individual,S,S
